country,year,indicator,value,source,jeu_donnees,source_file,theme,sub_dataset,region,area,network_type
2021,,0.9411884341344416,Upper-middle-income,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,1.0028204178522169,High-income,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.9989646948060872,High-income,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.774134456784107,LDCs,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.7298130454540631,LDCs,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.8148404241659498,LLDCs,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.7599095192230779,LLDCs,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2024,,0.9671615744581364,SIDS,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
2021,,0.9689138462720088,SIDS,ITU,Mobileownership03,Mobileownership03.csv,MobileOwnership,MobileOwnership,,,
72.7871753305583,,World,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
76.96801121826205,,World,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
,,Blank1,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
53.4669981823067,,Africa,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
59.2511361433152,,Africa,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
86.6615736522776,,Americas,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
89.37805249791434,,Americas,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
77.83814938836854,,Arab States,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
78.63660775084116,,Arab States,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
68.6713615344067,,Asia-Pacific,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
73.86481904498032,,Asia-Pacific,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
90.63900454577151,,CIS,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
94.16314860130164,,CIS,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
92.7298398511616,,Europe,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
95.08618004082751,,Europe,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
,,Blank2,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
40.57951379842447,,Low-income,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
47.22865607994211,,Low-income,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
60.913046021503725,,Lower-middle-income,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
66.39118544570081,,Lower-middle-income,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
79.60702875427145,,Upper-middle-income,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
84.30017012591601,,Upper-middle-income,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
94.7603981445471,,High-income,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
96.1070073970436,,High-income,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
,,Blank3,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
48.26430932026323,,LDCs,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
54.9061124785901,,LDCs,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
50.83914980308904,,LLDCs,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
58.05183019407151,,LLDCs,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
70.18438406790033,,SIDS,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
73.76661455073078,,SIDS,Women,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
80.07726410695429,,World,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
82.42319886951944,,World,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
,,Blank1,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
68.92267818116767,,Africa,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
73.38155328429751,,Africa,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
87.38890399369915,,Americas,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
88.17471253507163,,Americas,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
85.97603386191676,,Arab States,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
87.20040888290107,,Arab States,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
77.2465815333653,,Asia-Pacific,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
79.95885511323405,,Asia-Pacific,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
92.94136863009156,,CIS,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
94.70199442269454,,CIS,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
94.13250095210016,,Europe,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
95.46634274918073,,Europe,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
,,Blank2,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
60.40557744939123,,Low-income,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
65.69377573009861,,Low-income,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
74.22507668838367,,Lower-middle-income,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
77.30806902131839,,Lower-middle-income,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
84.58139291467344,,Upper-middle-income,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
86.42291103815745,,Upper-middle-income,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
94.85860575176922,,High-income,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
95.83670783536704,,High-income,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
,,Blank3,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
66.13242887462354,,LDCs,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
70.9258088145048,,LDCs,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
66.90158303986817,,LLDCs,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
71.24318881637703,,LLDCs,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
72.43614521346932,,SIDS,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
76.27124205390334,,SIDS,Men,ITU,Mobileownership03_alt,Mobileownership03_alt.csv,MobileOwnership,MobileOwnership,,,
2018,,Arab States,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,The Americas,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,The Americas,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,The Americas,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,The Americas,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,The Americas,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,CIS countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,CIS countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,CIS countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,CIS countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,CIS countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,CIS countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,CIS countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,CIS countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,Arab States,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Arab States,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Arab States,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Arab States,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Arab States,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Arab States,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,Arab States,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Arab States,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,Arab States,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,Asia & Pacific,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,Asia & Pacific,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,CIS countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,Europe countries,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Europe countries,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,Europe countries,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,The Americas,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,The Americas,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,The Americas,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Asia & Pacific,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Asia & Pacific,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Asia & Pacific,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Africa,Low-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Africa,Low-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,Africa,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Africa,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Africa,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Africa,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Asia & Pacific,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Asia & Pacific,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,The Americas,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,The Americas,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,The Americas,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Africa,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Africa,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Other Economies,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,Europe countries,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Europe countries,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Europe countries,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Europe countries,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Europe countries,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Arab States,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,Arab States,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Arab States,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Arab States,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Arab States,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Arab States,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,Africa,Low-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Africa,Low-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Europe countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Europe countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Europe countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Europe countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Europe countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,Europe countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Europe countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,Europe countries,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,The Americas,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,Asia & Pacific,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Asia & Pacific,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Asia & Pacific,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Asia & Pacific,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,Asia & Pacific,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,Asia & Pacific,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Asia & Pacific,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Asia & Pacific,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Asia & Pacific,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Asia & Pacific,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Asia & Pacific,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,Asia & Pacific,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Asia & Pacific,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,Asia & Pacific,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2015,,Asia & Pacific,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Asia & Pacific,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Asia & Pacific,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Asia & Pacific,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Arab States,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Arab States,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,Asia & Pacific,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Europe countries,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,Africa,Low-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,Africa,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Africa,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Africa,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Africa,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,Arab States,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Other Economies,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Other Economies,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Other Economies,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,Other Economies,Upper-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Arab States,Low-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,Other Economies,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,Other Economies,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Other Economies,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Other Economies,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,Other Economies,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2016,,Europe countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Europe countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,Europe countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,The Americas,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,The Americas,High-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2017,,CIS countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2018,,CIS countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2019,,CIS countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,CIS countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2021,,CIS countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,CIS countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2023,,CIS countries,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2022,,Asia & Pacific,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
2020,,Africa,Lower-middle-income,ITU,Mobileownership04,Mobileownership04.csv,MobileOwnership,MobileOwnership,,,
World,,mobile_subs,10.3,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
,,mobile_subs,,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Africa,,mobile_subs,0.6,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Americas,,mobile_subs,16.7,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Arab States,,mobile_subs,9.1,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Asia-Pacific,,mobile_subs,8.3,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
CIS,,mobile_subs,14.1,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Europe,,mobile_subs,28.5,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Low-income,,mobile_subs,0.9,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Lower-middle-income,,mobile_subs,2.6,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
Upper-middle-income,,mobile_subs,11.8,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
High-income,,mobile_subs,29.4,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
LDCs,,mobile_subs,0.6,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
LLDCs,,mobile_subs,3.2,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
SIDS,,mobile_subs,11.5,ITU,08- Subs9to12,08- Subs9to12.csv,Subscriptions,Subscriptions,,,
2006,,mobile_subs,19.2,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2007,,mobile_subs,18.8,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2008,,mobile_subs,18.5,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2009,,mobile_subs,18.4,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2010,,mobile_subs,17.8,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2011,,mobile_subs,17.2,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2012,,mobile_subs,16.7,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2013,,mobile_subs,16.0,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2014,,mobile_subs,15.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2015,,mobile_subs,14.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2016,,mobile_subs,13.4,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2017,,mobile_subs,13.0,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2018,,mobile_subs,12.4,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2019,,mobile_subs,11.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2020,,mobile_subs,11.5,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2021,,mobile_subs,11.2,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2022,,mobile_subs,10.9,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2023,,mobile_subs,10.5,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2024,,mobile_subs,10.3,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2005,,mobile_subs,19.1,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
2006,,mobile_subs,4.3,ITU,09- Subs0alt,09- Subs0alt.csv,Subscriptions,Subscriptions,,,
